start,end,weight
S_260,S_175,1.0
S_260,S_181,1.0
S_260,S_213,1.0
S_260,S_307,1.0
S_260,S_330,1.0
S_260,S_699,1.0
S_260,S_716,1.0
S_261,S_0,1.0
S_261,S_8,1.0
S_261,S_22,1.0
S_261,S_26,1.0
S_261,S_38,1.0
S_261,S_41,1.0
S_261,S_46,1.0
S_261,S_51,1.0
S_261,S_76,1.0
S_261,S_78,1.0
S_261,S_107,1.0
S_261,S_135,1.0
S_261,S_151,1.0
S_261,S_157,1.0
S_261,S_160,1.0
S_261,S_169,1.0
S_261,S_188,1.0
S_261,S_198,1.0
S_261,S_219,1.0
S_261,S_220,1.0
S_261,S_233,1.0
S_261,S_237,1.0
S_261,S_245,1.0
S_261,S_246,1.0
S_261,S_248,1.0
S_261,S_250,1.0
S_261,S_255,1.0
S_261,S_259,1.0
S_261,S_265,1.0
S_261,S_272,1.0
S_261,S_274,1.0
S_261,S_290,1.0
S_261,S_294,1.0
S_261,S_304,1.0
S_261,S_308,1.0
S_261,S_408,1.0
S_261,S_472,1.0
S_261,S_496,1.0
S_261,S_499,1.0
S_261,S_500,1.0
S_261,S_685,1.0
S_261,S_698,1.0
S_261,S_700,1.0
S_261,S_701,1.0
S_261,S_703,1.0
S_261,S_705,1.0
S_262,S_44,1.0
S_262,S_49,1.0
S_262,S_139,1.0
S_262,S_140,1.0
S_262,S_147,1.0
S_262,S_154,1.0
S_262,S_155,1.0
S_262,S_209,1.0
S_262,S_217,1.0
S_262,S_226,1.0
S_262,S_227,1.0
S_262,S_229,1.0
S_262,S_251,1.0
S_262,S_270,1.0
S_262,S_286,1.0
S_262,S_305,1.0
S_262,S_318,1.0
S_262,S_321,1.0
S_262,S_323,1.0
S_262,S_324,1.0
S_262,S_325,1.0
S_262,S_326,1.0
S_263,S_84,1.0
S_263,S_156,1.0
S_263,S_223,1.0
S_263,S_235,1.0
S_263,S_266,1.0
S_263,S_317,1.0
S_263,S_319,1.0
S_263,S_322,1.0
S_263,S_398,1.0
S_263,S_402,1.0
S_263,S_405,1.0
S_263,S_412,1.0
S_263,S_416,1.0
S_263,S_512,1.0
S_263,S_518,1.0
S_264,S_2,1.0
S_264,S_4,1.0
S_264,S_7,1.0
S_264,S_11,1.0
S_264,S_12,1.0
S_264,S_17,1.0
S_264,S_23,1.0
S_264,S_24,1.0
S_264,S_27,1.0
S_264,S_28,1.0
S_264,S_31,1.0
S_264,S_32,1.0
S_264,S_40,1.0
S_264,S_42,1.0
S_264,S_45,1.0
S_264,S_50,1.0
S_264,S_57,1.0
S_264,S_59,1.0
S_264,S_62,1.0
S_264,S_64,1.0
S_264,S_71,1.0
S_264,S_83,1.0
S_264,S_91,1.0
S_264,S_92,1.0
S_264,S_108,1.0
S_264,S_116,1.0
S_264,S_119,1.0
S_264,S_122,1.0
S_264,S_130,1.0
S_264,S_146,1.0
S_264,S_175,1.0
S_264,S_191,1.0
S_264,S_202,1.0
S_264,S_214,1.0
S_264,S_222,1.0
S_264,S_224,1.0
S_264,S_240,1.0
S_264,S_256,1.0
S_264,S_306,1.0
S_264,S_320,1.0
S_264,S_515,1.0
S_264,S_524,1.0
S_264,S_526,1.0
S_264,S_528,1.0
S_264,S_620,1.0
S_264,S_699,1.0
S_264,S_716,1.0
S_265,S_0,1.0
S_265,S_22,1.0
S_265,S_26,1.0
S_265,S_38,1.0
S_265,S_41,1.0
S_265,S_46,1.0
S_265,S_51,1.0
S_265,S_52,1.0
S_265,S_67,1.0
S_265,S_99,1.0
S_265,S_104,1.0
S_265,S_135,1.0
S_265,S_141,1.0
S_265,S_151,1.0
S_265,S_157,1.0
S_265,S_169,1.0
S_265,S_185,1.0
S_265,S_188,1.0
S_265,S_198,1.0
S_265,S_220,1.0
S_265,S_246,1.0
S_265,S_248,1.0
S_265,S_250,1.0
S_265,S_255,1.0
S_265,S_259,1.0
S_265,S_261,1.0
S_265,S_272,1.0
S_265,S_274,1.0
S_265,S_294,1.0
S_265,S_304,1.0
S_265,S_308,1.0
S_265,S_327,1.0
S_265,S_408,1.0
S_265,S_472,1.0
S_265,S_496,1.0
S_265,S_499,1.0
S_265,S_500,1.0
S_265,S_664,1.0
S_265,S_685,1.0
S_265,S_698,1.0
S_265,S_700,1.0
S_265,S_701,1.0
S_265,S_703,1.0
S_265,S_705,1.0
S_266,S_55,1.0
S_266,S_84,1.0
S_266,S_110,1.0
S_266,S_114,1.0
S_266,S_194,1.0
S_266,S_208,1.0
S_266,S_212,1.0
S_266,S_223,1.0
S_266,S_235,1.0
S_266,S_263,1.0
S_266,S_289,1.0
S_266,S_310,1.0
S_266,S_313,1.0
S_266,S_316,1.0
S_266,S_317,1.0
S_266,S_319,1.0
S_266,S_322,1.0
S_266,S_398,1.0
S_266,S_402,1.0
S_266,S_405,1.0
S_266,S_416,1.0
S_267,S_18,1.0
S_267,S_30,1.0
S_267,S_43,1.0
S_267,S_48,1.0
S_267,S_70,1.0
S_267,S_72,1.0
S_267,S_79,1.0
S_267,S_86,1.0
S_267,S_87,1.0
S_267,S_89,1.0
S_267,S_126,1.0
S_267,S_161,1.0
S_267,S_171,1.0
S_267,S_183,1.0
S_267,S_218,1.0
S_267,S_224,1.0
S_267,S_228,1.0
S_267,S_238,1.0
S_267,S_279,1.0
S_267,S_280,1.0
S_267,S_300,1.0
S_267,S_320,1.0
S_267,S_419,1.0
S_267,S_523,1.0
S_267,S_642,1.0
S_267,S_708,1.0
S_268,S_19,1.0
S_268,S_44,1.0
S_268,S_139,1.0
S_268,S_140,1.0
S_268,S_145,1.0
S_268,S_147,1.0
S_268,S_155,1.0
S_268,S_217,1.0
S_268,S_227,1.0
S_268,S_229,1.0
S_268,S_285,1.0
S_268,S_318,1.0
S_268,S_324,1.0
S_268,S_325,1.0
S_268,S_332,1.0
S_268,S_516,1.0
S_269,S_3,1.0
S_269,S_24,1.0
S_269,S_53,1.0
S_269,S_57,1.0
S_269,S_97,1.0
S_269,S_101,1.0
S_269,S_108,1.0
S_269,S_146,1.0
S_269,S_148,1.0
S_269,S_165,1.0
S_269,S_166,1.0
S_269,S_176,1.0
S_269,S_201,1.0
S_269,S_204,1.0
S_269,S_205,1.0
S_269,S_207,1.0
S_269,S_214,1.0
S_269,S_221,1.0
S_269,S_231,1.0
S_269,S_252,1.0
S_269,S_281,1.0
S_269,S_282,1.0
S_269,S_288,1.0
S_269,S_306,1.0
S_269,S_314,1.0
S_269,S_329,1.0
S_270,S_49,1.0
S_270,S_139,1.0
S_270,S_145,1.0
S_270,S_147,1.0
S_270,S_154,1.0
S_270,S_155,1.0
S_270,S_177,1.0
S_270,S_186,1.0
S_270,S_209,1.0
S_270,S_229,1.0
S_270,S_251,1.0
S_270,S_253,1.0
S_270,S_262,1.0
S_270,S_273,1.0
S_270,S_277,1.0
S_270,S_285,1.0
S_270,S_287,1.0
S_270,S_293,1.0
S_270,S_297,1.0
S_270,S_299,1.0
S_270,S_305,1.0
S_270,S_309,1.0
S_270,S_311,1.0
S_270,S_315,1.0
S_270,S_318,1.0
S_270,S_323,1.0
S_270,S_325,1.0
S_270,S_326,1.0
S_270,S_407,1.0
S_270,S_487,1.0
S_270,S_513,1.0
S_270,S_516,1.0
S_270,S_582,1.0
S_270,S_614,1.0
S_270,S_621,1.0
S_270,S_628,1.0
S_270,S_648,1.0
S_270,S_658,1.0
S_270,S_666,1.0
S_270,S_683,1.0
S_270,S_694,1.0
S_271,S_6,1.0
S_271,S_9,1.0
S_271,S_63,1.0
S_271,S_77,1.0
S_271,S_80,1.0
S_271,S_90,1.0
S_271,S_93,1.0
S_271,S_105,1.0
S_271,S_109,1.0
S_271,S_111,1.0
S_271,S_118,1.0
S_271,S_133,1.0
S_271,S_143,1.0
S_271,S_159,1.0
S_271,S_168,1.0
S_271,S_179,1.0
S_271,S_187,1.0
S_271,S_193,1.0
S_271,S_200,1.0
S_271,S_203,1.0
S_271,S_210,1.0
S_271,S_222,1.0
S_271,S_236,1.0
S_271,S_241,1.0
S_271,S_247,1.0
S_271,S_257,1.0
S_271,S_328,1.0
S_271,S_677,1.0
S_271,S_704,1.0
S_271,S_709,1.0
S_271,S_715,1.0
S_272,S_0,1.0
S_272,S_8,1.0
S_272,S_13,1.0
S_272,S_14,1.0
S_272,S_22,1.0
S_272,S_38,1.0
S_272,S_46,1.0
S_272,S_51,1.0
S_272,S_54,1.0
S_272,S_60,1.0
S_272,S_74,1.0
S_272,S_78,1.0
S_272,S_98,1.0
S_272,S_99,1.0
S_272,S_127,1.0
S_272,S_136,1.0
S_272,S_137,1.0
S_272,S_141,1.0
S_272,S_151,1.0
S_272,S_152,1.0
S_272,S_169,1.0
S_272,S_181,1.0
S_272,S_185,1.0
S_272,S_188,1.0
S_272,S_198,1.0
S_272,S_220,1.0
S_272,S_230,1.0
S_272,S_244,1.0
S_272,S_246,1.0
S_272,S_249,1.0
S_272,S_250,1.0
S_272,S_255,1.0
S_272,S_261,1.0
S_272,S_265,1.0
S_272,S_274,1.0
S_272,S_275,1.0
S_272,S_290,1.0
S_272,S_327,1.0
S_272,S_496,1.0
S_272,S_499,1.0
S_272,S_500,1.0
S_272,S_664,1.0
S_272,S_700,1.0
S_272,S_702,1.0
S_272,S_705,1.0
S_273,S_35,1.0
S_273,S_49,1.0
S_273,S_55,1.0
S_273,S_61,1.0
S_273,S_66,1.0
S_273,S_88,1.0
S_273,S_177,1.0
S_273,S_180,1.0
S_273,S_196,1.0
S_273,S_209,1.0
S_273,S_212,1.0
S_273,S_226,1.0
S_273,S_232,1.0
S_273,S_251,1.0
S_273,S_253,1.0
S_273,S_270,1.0
S_273,S_284,1.0
S_273,S_287,1.0
S_273,S_289,1.0
S_273,S_293,1.0
S_273,S_297,1.0
S_273,S_299,1.0
S_273,S_309,1.0
S_273,S_310,1.0
S_273,S_312,1.0
S_273,S_313,1.0
S_273,S_315,1.0
S_273,S_316,1.0
S_273,S_323,1.0
S_273,S_326,1.0
S_273,S_407,1.0
S_273,S_487,1.0
S_273,S_648,1.0
S_273,S_658,1.0
S_273,S_667,1.0
S_273,S_694,1.0
S_274,S_0,1.0
S_274,S_8,1.0
S_274,S_14,1.0
S_274,S_22,1.0
S_274,S_26,1.0
S_274,S_38,1.0
S_274,S_46,1.0
S_274,S_51,1.0
S_274,S_60,1.0
S_274,S_74,1.0
S_274,S_78,1.0
S_274,S_98,1.0
S_274,S_99,1.0
S_274,S_141,1.0
S_274,S_151,1.0
S_274,S_160,1.0
S_274,S_169,1.0
S_274,S_185,1.0
S_274,S_188,1.0
S_274,S_198,1.0
S_274,S_219,1.0
S_274,S_220,1.0
S_274,S_230,1.0
S_274,S_244,1.0
S_274,S_246,1.0
S_274,S_248,1.0
S_274,S_249,1.0
S_274,S_250,1.0
S_274,S_255,1.0
S_274,S_259,1.0
S_274,S_261,1.0
S_274,S_265,1.0
S_274,S_272,1.0
S_274,S_275,1.0
S_274,S_290,1.0
S_274,S_294,1.0
S_274,S_308,1.0
S_274,S_327,1.0
S_274,S_496,1.0
S_274,S_499,1.0
S_274,S_500,1.0
S_274,S_664,1.0
S_274,S_685,1.0
S_274,S_698,1.0
S_274,S_700,1.0
S_274,S_702,1.0
S_274,S_703,1.0
S_274,S_705,1.0
S_275,S_13,1.0
S_275,S_20,1.0
S_275,S_22,1.0
S_275,S_38,1.0
S_275,S_54,1.0
S_275,S_56,1.0
S_275,S_60,1.0
S_275,S_69,1.0
S_275,S_74,1.0
S_275,S_78,1.0
S_275,S_81,1.0
S_275,S_98,1.0
S_275,S_99,1.0
S_275,S_103,1.0
S_275,S_123,1.0
S_275,S_125,1.0
S_275,S_127,1.0
S_275,S_136,1.0
S_275,S_137,1.0
S_275,S_141,1.0
S_275,S_151,1.0
S_275,S_152,1.0
S_275,S_163,1.0
S_275,S_181,1.0
S_275,S_185,1.0
S_275,S_188,1.0
S_275,S_197,1.0
S_275,S_198,1.0
S_275,S_211,1.0
S_275,S_230,1.0
S_275,S_244,1.0
S_275,S_250,1.0
S_275,S_272,1.0
S_275,S_274,1.0
S_275,S_330,1.0
S_275,S_499,1.0
S_275,S_500,1.0
S_275,S_520,1.0
S_275,S_664,1.0
S_275,S_702,1.0
S_276,S_1,1.0
S_276,S_20,1.0
S_276,S_33,1.0
S_276,S_74,1.0
S_276,S_81,1.0
S_276,S_85,1.0
S_276,S_100,1.0
S_276,S_129,1.0
S_276,S_138,1.0
S_276,S_162,1.0
S_276,S_167,1.0
S_276,S_173,1.0
S_276,S_239,1.0
S_276,S_249,1.0
S_276,S_482,1.0
S_276,S_503,1.0
S_276,S_520,1.0
S_276,S_525,1.0
S_276,S_529,1.0
S_276,S_690,1.0
S_276,S_696,1.0
S_277,S_19,1.0
S_277,S_49,1.0
S_277,S_121,1.0
S_277,S_139,1.0
S_277,S_145,1.0
S_277,S_147,1.0
S_277,S_154,1.0
S_277,S_155,1.0
S_277,S_177,1.0
S_277,S_186,1.0
S_277,S_242,1.0
S_277,S_251,1.0
S_277,S_270,1.0
S_277,S_285,1.0
S_277,S_287,1.0
S_277,S_293,1.0
S_277,S_299,1.0
S_277,S_311,1.0
S_277,S_315,1.0
S_277,S_318,1.0
S_277,S_487,1.0
S_277,S_513,1.0
S_277,S_516,1.0
S_277,S_581,1.0
S_277,S_582,1.0
S_277,S_583,1.0
S_277,S_588,1.0
S_277,S_598,1.0
S_277,S_607,1.0
S_277,S_614,1.0
S_277,S_621,1.0
S_277,S_626,1.0
S_277,S_627,1.0
S_277,S_628,1.0
S_277,S_658,1.0
S_277,S_666,1.0
S_277,S_674,1.0
S_277,S_683,1.0
S_277,S_694,1.0
S_278,S_29,1.0
S_278,S_36,1.0
S_278,S_65,1.0
S_278,S_77,1.0
S_278,S_82,1.0
S_278,S_95,1.0
S_278,S_128,1.0
S_278,S_143,1.0
S_278,S_158,1.0
S_278,S_159,1.0
S_278,S_168,1.0
S_278,S_189,1.0
S_278,S_190,1.0
S_278,S_195,1.0
S_278,S_203,1.0
S_278,S_210,1.0
S_278,S_215,1.0
S_278,S_234,1.0
S_278,S_236,1.0
S_278,S_254,1.0
S_278,S_291,1.0
S_278,S_302,1.0
S_278,S_704,1.0
S_279,S_1,1.0
S_279,S_15,1.0
S_279,S_16,1.0
S_279,S_30,1.0
S_279,S_33,1.0
S_279,S_43,1.0
S_279,S_48,1.0
S_279,S_73,1.0
S_279,S_79,1.0
S_279,S_86,1.0
S_279,S_94,1.0
S_279,S_100,1.0
S_279,S_106,1.0
S_279,S_117,1.0
S_279,S_126,1.0
S_279,S_161,1.0
S_279,S_163,1.0
S_279,S_171,1.0
S_279,S_182,1.0
S_279,S_183,1.0
S_279,S_238,1.0
S_279,S_267,1.0
S_279,S_280,1.0
S_279,S_419,1.0
S_279,S_525,1.0
S_279,S_529,1.0
S_279,S_642,1.0
S_279,S_708,1.0
S_280,S_15,1.0
S_280,S_18,1.0
S_280,S_30,1.0
S_280,S_43,1.0
S_280,S_48,1.0
S_280,S_64,1.0
S_280,S_70,1.0
S_280,S_72,1.0
S_280,S_73,1.0
S_280,S_79,1.0
S_280,S_86,1.0
S_280,S_87,1.0
S_280,S_89,1.0
S_280,S_126,1.0
S_280,S_161,1.0
S_280,S_171,1.0
S_280,S_183,1.0
S_280,S_191,1.0
S_280,S_218,1.0
S_280,S_224,1.0
S_280,S_228,1.0
S_280,S_238,1.0
S_280,S_240,1.0
S_280,S_267,1.0
S_280,S_279,1.0
S_280,S_300,1.0
S_280,S_320,1.0
S_280,S_419,1.0
S_280,S_642,1.0
S_280,S_708,1.0
S_281,S_24,1.0
S_281,S_39,1.0
S_281,S_53,1.0
S_281,S_57,1.0
S_281,S_75,1.0
S_281,S_97,1.0
S_281,S_101,1.0
S_281,S_108,1.0
S_281,S_146,1.0
S_281,S_165,1.0
S_281,S_166,1.0
S_281,S_201,1.0
S_281,S_204,1.0
S_281,S_205,1.0
S_281,S_207,1.0
S_281,S_214,1.0
S_281,S_221,1.0
S_281,S_231,1.0
S_281,S_252,1.0
S_281,S_269,1.0
S_281,S_288,1.0
S_281,S_329,1.0
S_282,S_3,1.0
S_282,S_11,1.0
S_282,S_23,1.0
S_282,S_24,1.0
S_282,S_40,1.0
S_282,S_53,1.0
S_282,S_57,1.0
S_282,S_68,1.0
S_282,S_80,1.0
S_282,S_97,1.0
S_282,S_105,1.0
S_282,S_146,1.0
S_282,S_148,1.0
S_282,S_165,1.0
S_282,S_166,1.0
S_282,S_172,1.0
S_282,S_176,1.0
S_282,S_193,1.0
S_282,S_200,1.0
S_282,S_204,1.0
S_282,S_207,1.0
S_282,S_214,1.0
S_282,S_225,1.0
S_282,S_256,1.0
S_282,S_258,1.0
S_282,S_269,1.0
S_282,S_283,1.0
S_282,S_288,1.0
S_282,S_303,1.0
S_282,S_306,1.0
S_282,S_314,1.0
S_282,S_329,1.0
S_282,S_528,1.0
S_282,S_620,1.0
S_282,S_675,1.0
S_283,S_6,1.0
S_283,S_9,1.0
S_283,S_29,1.0
S_283,S_36,1.0
S_283,S_53,1.0
S_283,S_65,1.0
S_283,S_68,1.0
S_283,S_80,1.0
S_283,S_95,1.0
S_283,S_105,1.0
S_283,S_109,1.0
S_283,S_111,1.0
S_283,S_143,1.0
S_283,S_148,1.0
S_283,S_158,1.0
S_283,S_172,1.0
S_283,S_176,1.0
S_283,S_189,1.0
S_283,S_190,1.0
S_283,S_193,1.0
S_283,S_200,1.0
S_283,S_203,1.0
S_283,S_210,1.0
S_283,S_225,1.0
S_283,S_241,1.0
S_283,S_258,1.0
S_283,S_282,1.0
S_283,S_303,1.0
S_283,S_314,1.0
S_283,S_675,1.0
S_284,S_55,1.0
S_284,S_66,1.0
S_284,S_88,1.0
S_284,S_114,1.0
S_284,S_180,1.0
S_284,S_194,1.0
S_284,S_209,1.0
S_284,S_226,1.0
S_284,S_232,1.0
S_284,S_235,1.0
S_284,S_273,1.0
S_284,S_286,1.0
S_284,S_289,1.0
S_284,S_297,1.0
S_284,S_310,1.0
S_284,S_313,1.0
S_284,S_323,1.0
S_284,S_326,1.0
S_285,S_19,1.0
S_285,S_44,1.0
S_285,S_49,1.0
S_285,S_121,1.0
S_285,S_139,1.0
S_285,S_140,1.0
S_285,S_145,1.0
S_285,S_147,1.0
S_285,S_154,1.0
S_285,S_155,1.0
S_285,S_186,1.0
S_285,S_217,1.0
S_285,S_229,1.0
S_285,S_242,1.0
S_285,S_251,1.0
S_285,S_268,1.0
S_285,S_270,1.0
S_285,S_277,1.0
S_285,S_287,1.0
S_285,S_311,1.0
S_285,S_318,1.0
S_285,S_324,1.0
S_285,S_325,1.0
S_285,S_332,1.0
S_285,S_487,1.0
S_285,S_513,1.0
S_285,S_516,1.0
S_285,S_581,1.0
S_285,S_607,1.0
S_285,S_614,1.0
S_285,S_626,1.0
S_285,S_628,1.0
S_285,S_666,1.0
S_285,S_683,1.0
S_286,S_66,1.0
S_286,S_88,1.0
S_286,S_180,1.0
S_286,S_209,1.0
S_286,S_226,1.0
S_286,S_229,1.0
S_286,S_232,1.0
S_286,S_251,1.0
S_286,S_262,1.0
S_286,S_284,1.0
S_286,S_297,1.0
S_286,S_298,1.0
S_286,S_305,1.0
S_286,S_321,1.0
S_286,S_323,1.0
S_286,S_326,1.0
S_287,S_35,1.0
S_287,S_49,1.0
S_287,S_61,1.0
S_287,S_145,1.0
S_287,S_147,1.0
S_287,S_154,1.0
S_287,S_177,1.0
S_287,S_186,1.0
S_287,S_196,1.0
S_287,S_251,1.0
S_287,S_253,1.0
S_287,S_270,1.0
S_287,S_273,1.0
S_287,S_277,1.0
S_287,S_285,1.0
S_287,S_293,1.0
S_287,S_297,1.0
S_287,S_299,1.0
S_287,S_309,1.0
S_287,S_311,1.0
S_287,S_312,1.0
S_287,S_315,1.0
S_287,S_323,1.0
S_287,S_407,1.0
S_287,S_487,1.0
S_287,S_513,1.0
S_287,S_516,1.0
S_287,S_581,1.0
S_287,S_582,1.0
S_287,S_583,1.0
S_287,S_588,1.0
S_287,S_589,1.0
S_287,S_614,1.0
S_287,S_621,1.0
S_287,S_626,1.0
S_287,S_627,1.0
S_287,S_628,1.0
S_287,S_648,1.0
S_287,S_658,1.0
S_287,S_666,1.0
S_287,S_674,1.0
S_287,S_683,1.0
S_287,S_694,1.0
S_288,S_3,1.0
S_288,S_53,1.0
S_288,S_57,1.0
S_288,S_68,1.0
S_288,S_97,1.0
S_288,S_146,1.0
S_288,S_148,1.0
S_288,S_165,1.0
S_288,S_166,1.0
S_288,S_172,1.0
S_288,S_176,1.0
S_288,S_201,1.0
S_288,S_204,1.0
S_288,S_207,1.0
S_288,S_225,1.0
S_288,S_258,1.0
S_288,S_269,1.0
S_288,S_281,1.0
S_288,S_282,1.0
S_288,S_303,1.0
S_288,S_306,1.0
S_288,S_314,1.0
S_288,S_329,1.0
S_288,S_675,1.0
S_289,S_35,1.0
S_289,S_55,1.0
S_289,S_61,1.0
S_289,S_66,1.0
S_289,S_114,1.0
S_289,S_177,1.0
S_289,S_180,1.0
S_289,S_196,1.0
S_289,S_208,1.0
S_289,S_209,1.0
S_289,S_212,1.0
S_289,S_223,1.0
S_289,S_232,1.0
S_289,S_235,1.0
S_289,S_253,1.0
S_289,S_266,1.0
S_289,S_273,1.0
S_289,S_284,1.0
S_289,S_293,1.0
S_289,S_297,1.0
S_289,S_299,1.0
S_289,S_309,1.0
S_289,S_310,1.0
S_289,S_312,1.0
S_289,S_313,1.0
S_289,S_316,1.0
S_289,S_317,1.0
S_289,S_323,1.0
S_289,S_407,1.0
S_289,S_416,1.0
S_289,S_648,1.0
S_289,S_667,1.0
S_289,S_694,1.0
S_290,S_8,1.0
S_290,S_10,1.0
S_290,S_14,1.0
S_290,S_46,1.0
S_290,S_51,1.0
S_290,S_58,1.0
S_290,S_60,1.0
S_290,S_74,1.0
S_290,S_76,1.0
S_290,S_78,1.0
S_290,S_81,1.0
S_290,S_107,1.0
S_290,S_120,1.0
S_290,S_124,1.0
S_290,S_129,1.0
S_290,S_138,1.0
S_290,S_149,1.0
S_290,S_150,1.0
S_290,S_151,1.0
S_290,S_160,1.0
S_290,S_162,1.0
S_290,S_167,1.0
S_290,S_173,1.0
S_290,S_184,1.0
S_290,S_188,1.0
S_290,S_219,1.0
S_290,S_233,1.0
S_290,S_244,1.0
S_290,S_249,1.0
S_290,S_261,1.0
S_290,S_272,1.0
S_290,S_274,1.0
S_290,S_496,1.0
S_290,S_503,1.0
S_290,S_685,1.0
S_290,S_702,1.0
S_290,S_703,1.0
S_290,S_705,1.0
S_291,S_29,1.0
S_291,S_36,1.0
S_291,S_65,1.0
S_291,S_82,1.0
S_291,S_95,1.0
S_291,S_128,1.0
S_291,S_158,1.0
S_291,S_159,1.0
S_291,S_189,1.0
S_291,S_190,1.0
S_291,S_195,1.0
S_291,S_215,1.0
S_291,S_234,1.0
S_291,S_254,1.0
S_291,S_278,1.0
S_291,S_292,1.0
S_291,S_302,1.0
S_292,S_6,1.0
S_292,S_29,1.0
S_292,S_36,1.0
S_292,S_65,1.0
S_292,S_82,1.0
S_292,S_95,1.0
S_292,S_128,1.0
S_292,S_158,1.0
S_292,S_189,1.0
S_292,S_190,1.0
S_292,S_195,1.0
S_292,S_215,1.0
S_292,S_234,1.0
S_292,S_254,1.0
S_292,S_291,1.0
S_292,S_302,1.0
S_292,S_332,1.0
S_293,S_35,1.0
S_293,S_49,1.0
S_293,S_55,1.0
S_293,S_61,1.0
S_293,S_66,1.0
S_293,S_154,1.0
S_293,S_177,1.0
S_293,S_196,1.0
S_293,S_251,1.0
S_293,S_253,1.0
S_293,S_270,1.0
S_293,S_273,1.0
S_293,S_277,1.0
S_293,S_287,1.0
S_293,S_289,1.0
S_293,S_297,1.0
S_293,S_299,1.0
S_293,S_309,1.0
S_293,S_311,1.0
S_293,S_312,1.0
S_293,S_315,1.0
S_293,S_316,1.0
S_293,S_323,1.0
S_293,S_407,1.0
S_293,S_487,1.0
S_293,S_582,1.0
S_293,S_583,1.0
S_293,S_584,1.0
S_293,S_586,1.0
S_293,S_587,1.0
S_293,S_589,1.0
S_293,S_621,1.0
S_293,S_628,1.0
S_293,S_648,1.0
S_293,S_658,1.0
S_293,S_666,1.0
S_293,S_667,1.0
S_293,S_694,1.0
S_294,S_0,1.0
S_294,S_26,1.0
S_294,S_41,1.0
S_294,S_46,1.0
S_294,S_52,1.0
S_294,S_67,1.0
S_294,S_135,1.0
S_294,S_142,1.0
S_294,S_157,1.0
S_294,S_169,1.0
S_294,S_198,1.0
S_294,S_220,1.0
S_294,S_237,1.0
S_294,S_243,1.0
S_294,S_245,1.0
S_294,S_246,1.0
S_294,S_248,1.0
S_294,S_255,1.0
S_294,S_259,1.0
S_294,S_261,1.0
S_294,S_265,1.0
S_294,S_274,1.0
S_294,S_304,1.0
S_294,S_308,1.0
S_294,S_408,1.0
S_294,S_417,1.0
S_294,S_465,1.0
S_294,S_469,1.0
S_294,S_472,1.0
S_294,S_476,1.0
S_294,S_485,1.0
S_294,S_496,1.0
S_294,S_497,1.0
S_294,S_514,1.0
S_294,S_527,1.0
S_294,S_650,1.0
S_294,S_673,1.0
S_294,S_685,1.0
S_294,S_698,1.0
S_294,S_700,1.0
S_294,S_701,1.0
S_294,S_703,1.0
S_295,S_34,1.0
S_295,S_113,1.0
S_295,S_134,1.0
S_295,S_153,1.0
S_295,S_164,1.0
S_295,S_178,1.0
S_295,S_206,1.0
S_295,S_216,1.0
S_295,S_360,1.0
S_295,S_361,1.0
S_295,S_362,1.0
S_295,S_363,1.0
S_295,S_365,1.0
S_295,S_374,1.0
S_295,S_376,1.0
S_295,S_394,1.0
S_295,S_453,1.0
S_295,S_460,1.0
S_295,S_463,1.0
S_295,S_508,1.0
S_296,S_5,1.0
S_296,S_7,1.0
S_296,S_12,1.0
S_296,S_25,1.0
S_296,S_39,1.0
S_296,S_50,1.0
S_296,S_75,1.0
S_296,S_91,1.0
S_296,S_101,1.0
S_296,S_108,1.0
S_296,S_122,1.0
S_296,S_166,1.0
S_296,S_202,1.0
S_296,S_205,1.0
S_296,S_214,1.0
S_296,S_221,1.0
S_296,S_231,1.0
S_296,S_252,1.0
S_296,S_716,1.0
S_297,S_35,1.0
S_297,S_49,1.0
S_297,S_55,1.0
S_297,S_66,1.0
S_297,S_88,1.0
S_297,S_114,1.0
S_297,S_177,1.0
S_297,S_180,1.0
S_297,S_196,1.0
S_297,S_209,1.0
S_297,S_212,1.0
S_297,S_226,1.0
S_297,S_232,1.0
S_297,S_251,1.0
S_297,S_253,1.0
S_297,S_270,1.0
S_297,S_273,1.0
S_297,S_284,1.0
S_297,S_286,1.0
S_297,S_287,1.0
S_297,S_289,1.0
S_297,S_293,1.0
S_297,S_299,1.0
S_297,S_305,1.0
S_297,S_309,1.0
S_297,S_310,1.0
S_297,S_312,1.0
S_297,S_313,1.0
S_297,S_315,1.0
S_297,S_316,1.0
S_297,S_323,1.0
S_297,S_326,1.0
S_297,S_407,1.0
S_297,S_487,1.0
S_297,S_648,1.0
S_297,S_694,1.0
S_298,S_88,1.0
S_298,S_134,1.0
S_298,S_153,1.0
S_298,S_178,1.0
S_298,S_216,1.0
S_298,S_226,1.0
S_298,S_286,1.0
S_299,S_35,1.0
S_299,S_49,1.0
S_299,S_55,1.0
S_299,S_61,1.0
S_299,S_66,1.0
S_299,S_154,1.0
S_299,S_177,1.0
S_299,S_180,1.0
S_299,S_196,1.0
S_299,S_209,1.0
S_299,S_251,1.0
S_299,S_253,1.0
S_299,S_270,1.0
S_299,S_273,1.0
S_299,S_277,1.0
S_299,S_287,1.0
S_299,S_289,1.0
S_299,S_293,1.0
S_299,S_297,1.0
S_299,S_309,1.0
S_299,S_311,1.0
S_299,S_312,1.0
S_299,S_315,1.0
S_299,S_316,1.0
S_299,S_323,1.0
